Guest_ID,Gender,Frequent_Traveler,Age,Type,Flight_Class,Points,Room,Check-in/Check-out,F&B,Location,Wifi,Entertainment,Gym,Spa,Staff,Pool,Baggage_Handling,Reception,Cleanliness,Online_Booking,Deposit_Kept,Time_Room_Service,Repeater
11550,Female,1,32,Personal Travel,Eco,1719,4,5,4,4,1,4,1,1,5,4,4,4,5,1,0,0,1
13210,Female,1,47,Personal Travel,Business,1014,5,5,5,5,3,4,4,5,5,5,5,3,5,4,52,3.9,1
21075,Female,0,34,Business travel,Business,3329,3,3,3,3,3,2,2,3,2,4,3,2,3,2,0,0,0
18913,Male,1,67,Personal Travel,Eco,1779,2,5,2,4,1,2,1,1,5,4,1,3,1,1,0,0,0
11966,Female,1,47,Business travel,Business,415,3,3,3,3,2,5,4,4,4,4,4,3,4,4,0,0,1
10763,Female,1,43,Business travel,Eco,1606,2,1,2,1,2,3,3,2,2,2,2,4,2,1,0,0,0
22949,Female,1,47,Business travel,Business,773,1,1,1,1,3,4,4,4,4,5,4,4,4,5,0,0,1
18924,Female,1,34,Business travel,Business,2615,3,3,3,3,5,4,5,5,5,5,5,4,5,4,0,0.7,1
20256,Female,1,57,Business travel,Business,3983,2,2,1,2,4,4,4,5,4,4,5,4,3,4,184,16.7,1
18523,Female,0,19,Business travel,Eco,2089,3,2,3,4,1,3,1,1,3,3,3,1,3,1,2,0,0
11978,Female,1,22,Personal Travel,Eco,2305,1,1,3,1,3,5,1,4,4,4,4,3,4,1,4,1.7,1
11182,Female,1,30,Business travel,Business,3572,1,1,1,1,4,5,5,3,3,5,2,5,5,5,0,0,1
21522,Male,1,26,Business travel,Business,3894,5,5,5,5,5,5,5,5,4,2,4,5,3,5,0,0,1
13403,Male,1,47,Personal Travel,Eco,2089,2,4,2,2,5,2,5,5,3,5,5,3,4,5,37,2.2,0
19174,Female,0,14,Business travel,Eco,1926,3,2,2,3,3,3,3,3,1,5,3,4,4,3,0,0,0
10583,Male,1,45,Personal Travel,Eco,1742,1,5,1,2,2,1,2,2,5,4,5,5,4,2,0,0,0
13644,Female,1,49,Business travel,Business,1790,3,3,3,3,4,4,5,5,5,5,4,3,5,4,0,0.6,1
14229,Male,0,48,Business travel,Business,1164,3,3,3,1,5,3,5,5,5,5,4,3,4,5,0,0,0
13348,Female,1,7,Personal Travel,Eco,1776,5,2,2,2,3,4,4,5,5,5,5,4,5,2,0,0.4,1
14901,Male,1,38,Business travel,Business,3821,3,3,5,3,5,4,4,3,3,3,3,2,3,1,25,1.9,0
12928,Male,1,66,Personal Travel,Eco,2237,3,3,3,4,4,3,4,4,4,1,3,2,3,4,63,4.8,0
16487,Male,1,49,Personal Travel,Eco,1746,2,4,2,3,2,2,3,2,3,2,5,4,4,2,40,3,0
21643,Female,1,30,Business travel,Business,4318,5,5,5,5,4,4,5,4,1,2,3,2,1,4,43,3.1,1
14086,Male,0,24,Business travel,Eco,1893,4,0,4,3,1,4,1,1,5,2,5,5,5,1,0,0,1
15375,Female,1,57,Personal Travel,Eco,995,1,1,5,1,5,5,5,4,4,4,4,5,4,4,5,0,1
21902,Male,0,20,Business travel,Eco,2798,2,2,2,3,2,4,4,1,2,3,4,4,2,4,131,16.4,0
20419,Male,1,52,Personal Travel,Eco,1420,2,3,2,1,2,2,2,2,3,4,4,4,3,2,0,0,0
11925,Male,0,25,Business travel,Eco,1794,3,4,4,3,4,4,4,4,3,3,4,4,3,4,0,0,0
11096,Female,1,45,Personal Travel,Eco,1115,4,1,4,3,5,3,4,4,4,4,4,2,4,2,2,0,0
15371,Male,1,15,Business travel,Business,2255,2,4,4,4,2,3,2,2,3,1,4,1,3,2,0,0,0
21864,Male,1,53,Business travel,Business,1437,2,1,2,1,4,3,3,2,2,2,2,2,2,1,0,0,0
13845,Male,0,37,Business travel,Business,1915,2,2,2,3,5,2,5,5,4,2,4,2,5,5,0,0,0
16956,Male,0,43,Business travel,Eco,1575,1,0,1,5,2,1,2,2,4,2,3,1,5,2,0,0,0
14273,Male,1,47,Business travel,Business,1060,3,3,3,3,2,5,5,4,4,4,4,4,4,4,23,0,1
10104,Female,1,54,Personal Travel,Eco,634,3,5,4,2,5,5,4,3,3,4,3,3,3,4,1,0.6,0
18719,Female,1,53,Business travel,Business,2808,4,4,4,4,4,5,5,4,4,4,4,5,4,5,0,0,1
22243,Female,1,47,Business travel,Eco,826,3,1,2,1,4,3,2,3,3,3,3,3,3,1,23,0.8,0
17364,Female,1,32,Business travel,Business,4332,5,5,3,5,3,4,3,3,3,3,4,3,4,3,1,0.1,1
21549,Female,0,47,Business travel,Eco Plus,2132,3,3,3,5,3,3,1,3,4,2,4,5,1,3,73,6.3,0
18500,Female,1,68,Personal Travel,Eco,2239,5,5,5,5,3,4,4,4,4,5,4,4,4,2,0,0,1
19594,Female,1,52,Business travel,Eco Plus,892,4,5,5,5,4,4,3,4,4,4,4,4,4,4,9,0,1
10436,Male,1,29,Business travel,Business,3064,4,4,4,4,3,4,3,3,5,2,5,5,4,3,39,2.7,1
18961,Female,1,7,Personal Travel,Eco,2323,4,4,4,2,5,4,1,5,3,2,5,3,5,5,0,0,0
10515,Female,1,35,Business travel,Business,1054,4,2,1,2,4,3,2,4,4,4,4,3,4,1,0,0,0
17137,Female,1,16,Personal Travel,Eco,2883,5,5,5,5,4,4,5,4,4,4,4,4,4,5,0,0,1
13521,Female,1,39,Business travel,Business,279,2,2,2,2,1,3,1,4,4,4,4,3,4,5,0,0,1
18799,Female,1,30,Business travel,Business,2545,2,4,4,4,2,2,2,2,1,2,2,3,3,2,90,7.8,0
19651,Female,1,38,Business travel,Business,1036,3,3,3,3,5,4,5,4,4,4,4,4,4,4,0,0,1
20474,Male,1,15,Personal Travel,Eco Plus,1921,1,5,2,3,4,2,4,4,3,2,4,4,5,4,0,0,0
15945,Female,1,36,Business travel,Eco,1633,5,2,2,2,5,5,5,5,4,1,5,3,1,5,0,0,1
20506,Female,0,48,Business travel,Eco Plus,1594,4,4,4,1,4,4,4,4,4,5,1,5,1,4,74,10.9,1
19293,Male,0,44,Business travel,Eco,2082,2,2,2,4,1,2,1,1,2,1,3,4,4,1,85,5.5,0
13028,Male,1,30,Business travel,Business,4443,0,5,0,3,4,5,5,4,4,3,5,5,5,4,0,0.4,1
21824,Female,1,52,Business travel,Business,2839,1,1,1,1,5,4,5,5,5,5,5,5,5,4,5,1.2,1
10676,Male,1,48,Business travel,Business,2018,3,3,3,3,2,5,5,5,5,4,5,4,5,5,4,0.3,1
11893,Male,0,26,Business travel,Eco Plus,1680,1,1,1,2,5,1,4,5,3,1,2,2,2,5,0,0,0
17627,Female,1,20,Business travel,Business,2356,3,3,3,3,5,5,5,5,4,5,5,5,4,5,0,0,1
22772,Female,1,57,Business travel,Business,366,2,5,5,5,4,2,2,2,2,2,2,2,2,4,0,0.3,0
16260,Female,1,61,Personal Travel,Eco,1685,2,2,2,2,5,5,5,5,3,5,4,4,5,5,0,0,1
17880,Female,1,39,Personal Travel,Eco,2071,4,3,3,3,4,4,3,4,4,4,4,1,4,2,0,0,1
18622,Female,1,35,Business travel,Business,2594,3,2,2,2,3,3,3,4,5,3,2,3,4,3,0,0,0
13256,Male,1,40,Personal Travel,Eco,1849,5,1,5,3,3,5,3,3,4,2,4,2,4,3,8,0,1
21367,Female,1,37,Business travel,Business,2424,4,3,4,4,1,4,3,4,4,4,4,2,4,2,26,1.9,0
10452,Female,1,56,Personal Travel,Eco,224,4,3,1,3,4,4,4,4,5,1,3,5,5,4,0,0,1
21901,Female,1,41,Business travel,Business,716,5,5,5,5,5,4,4,5,5,5,5,5,5,5,0,0,1
10400,Male,1,45,Business travel,Business,643,5,5,5,5,5,5,5,2,2,2,2,5,2,3,32,5.1,1
18438,Female,1,26,Business travel,Business,2965,2,2,2,2,2,2,2,2,5,3,4,3,5,2,34,3.8,1
22759,Female,1,41,Personal Travel,Eco,1350,3,5,4,2,3,4,3,3,5,4,4,3,4,3,0,0,0
19715,Female,1,39,Business travel,Business,407,2,2,2,2,2,3,2,5,5,5,5,2,5,5,0,0,1
22194,Female,1,39,Business travel,Business,1894,5,5,5,5,3,3,4,5,5,5,5,3,5,4,1,0,1
22211,Male,1,42,Business travel,Business,773,3,3,3,3,3,5,5,3,3,3,3,4,3,5,56,7.9,1
20929,Male,1,48,Business travel,Eco,2215,5,1,1,1,5,5,5,5,4,2,3,4,2,5,0,0,1
17190,Female,1,61,Personal Travel,Eco,948,0,0,0,1,5,5,5,3,3,3,3,5,3,3,0,0,1
12705,Male,1,41,Personal Travel,Eco,1316,3,4,3,3,3,3,3,3,2,4,3,5,2,3,0,0,0
11584,Female,1,69,Personal Travel,Eco,1616,2,5,2,2,4,5,4,5,5,5,5,3,5,3,0,0,1
15963,Male,0,26,Business travel,Business,2666,1,1,1,4,1,1,1,1,4,2,4,3,4,1,29,3.1,0
21623,Female,0,29,Business travel,Business,1465,5,5,5,4,5,5,5,5,5,4,4,5,4,5,0,0,1
15161,Female,1,10,Personal Travel,Eco,4142,3,4,4,4,3,4,3,3,1,1,3,5,5,3,0,0,1
22337,Female,1,13,Personal Travel,Eco,2064,2,2,2,2,1,3,5,5,5,5,5,5,5,5,11,0,1
12828,Male,1,49,Business travel,Business,4019,5,3,5,5,5,4,5,4,4,4,4,3,4,5,62,5.7,1
17094,Male,1,35,Business travel,Business,1819,2,3,4,3,5,4,3,2,2,2,2,2,2,4,0,0.2,0
22483,Male,1,43,Personal Travel,Eco,1161,1,3,1,4,4,1,4,4,3,4,4,2,5,4,2,3.6,0
17161,Male,1,60,Business travel,Business,2628,3,1,3,3,4,4,4,5,5,5,5,3,5,3,0,0.2,1
10642,Male,1,27,Business travel,Eco Plus,3133,2,2,2,2,2,2,2,2,1,1,4,1,4,2,24,2.8,0
17175,Male,1,58,Business travel,Eco Plus,1572,4,2,2,2,4,4,4,4,5,2,4,3,1,4,38,3.9,1
20438,Female,1,29,Business travel,Business,5537,5,5,4,5,5,5,5,3,4,4,5,5,5,5,172,15.6,1
21068,Female,1,59,Business travel,Business,3072,1,1,1,1,3,5,5,5,5,5,5,5,5,4,0,0,1
17510,Male,1,36,Business travel,Eco,2630,5,3,3,3,5,5,5,5,4,2,5,3,3,5,0,0,1
14762,Male,1,52,Business travel,Business,2290,2,2,2,2,3,5,4,5,5,5,5,3,5,3,0,0,1
15502,Female,1,30,Business travel,Eco Plus,2827,1,1,1,1,1,1,1,1,1,5,2,2,2,1,2,0,0
20842,Female,0,28,Business travel,Business,2364,4,3,3,2,2,3,2,2,5,3,4,3,4,2,37,3.6,0
16890,Female,1,52,Personal Travel,Eco,620,4,1,4,2,3,2,3,1,1,4,1,3,1,1,26,2.5,0
10409,Male,1,46,Business travel,Eco,2029,5,3,3,3,5,5,5,5,3,4,2,4,5,5,53,5.2,1
22366,Male,0,22,Business travel,Eco,1710,1,0,1,2,4,1,3,4,4,4,4,3,4,4,0,0,0
20105,Male,1,34,Business travel,Eco Plus,2614,4,1,1,1,5,5,5,5,5,1,1,5,5,5,40,3.6,1
18173,Female,1,35,Personal Travel,Eco,2315,1,1,1,1,4,4,5,5,5,5,5,5,5,5,0,0,1
21732,Female,1,59,Business travel,Business,3458,1,1,1,1,2,4,4,5,5,5,5,5,5,3,0,0,1
10543,Male,1,58,Business travel,Eco Plus,1828,1,2,2,2,1,1,1,2,1,3,4,1,4,1,30,1.5,0
22453,Female,1,14,Personal Travel,Eco,4111,4,3,3,3,1,3,4,4,4,4,4,5,4,4,0,0,1
16134,Male,1,44,Business travel,Business,2572,3,5,5,5,2,2,4,3,3,3,3,2,3,1,5,0.9,0
10284,Female,1,52,Business travel,Eco Plus,841,1,5,5,5,1,3,4,1,1,1,1,1,1,4,0,0,0
12112,Male,0,23,Business travel,Eco,1479,3,4,2,3,3,2,3,3,2,2,5,3,4,3,2,1.7,0
10414,Male,1,59,Business travel,Business,1334,3,3,3,3,5,5,4,5,5,4,5,4,5,4,0,0,1
14249,Female,1,30,Business travel,Business,2874,5,3,5,5,5,5,5,5,3,5,4,3,4,5,4,0.8,1
11341,Female,1,41,Business travel,Business,1845,2,2,2,2,3,4,4,3,3,3,3,3,3,5,0,0,1
13398,Male,1,59,Business travel,Business,2186,5,5,5,5,4,4,4,4,4,4,4,4,4,5,0,0,1
21843,Female,1,21,Personal Travel,Eco,2144,0,5,0,1,1,0,1,1,4,3,5,3,5,1,2,0,1
15080,Female,0,27,Business travel,Eco,2268,2,2,2,3,4,2,4,4,1,3,3,1,4,4,22,1.6,0
10370,Female,0,45,Business travel,Eco,2467,2,2,2,3,4,2,4,4,1,2,3,3,2,4,0,0,0
16401,Female,0,37,Business travel,Business,2154,5,5,5,3,1,5,1,1,4,5,4,4,5,1,0,0,1
19452,Female,1,50,Business travel,Business,1614,3,3,3,3,5,4,4,5,5,4,5,3,5,5,0,2.6,1
10865,Female,1,57,Business travel,Business,1206,3,3,3,3,5,4,4,3,3,4,3,4,3,3,18,0,1
10571,Female,1,18,Personal Travel,Eco,1905,3,5,3,5,3,3,3,3,3,2,4,5,4,3,1,0,0
14799,Male,1,9,Personal Travel,Eco,3124,1,5,1,4,1,1,1,1,3,3,3,4,4,1,0,0,0
15180,Male,1,24,Business travel,Business,3477,5,5,5,5,5,5,5,5,4,4,5,5,5,5,2,0,1
10923,Female,1,39,Business travel,Business,974,5,5,5,5,5,4,4,5,5,5,5,3,5,5,0,0,1
16920,Male,1,31,Personal Travel,Eco,2033,2,3,2,5,2,2,2,2,5,1,5,4,1,2,24,1.3,0
15461,Female,1,67,Personal Travel,Eco,674,3,3,3,3,3,5,5,5,5,5,5,3,5,3,0,0,1
19166,Female,1,24,Personal Travel,Eco,2372,2,2,2,2,5,5,5,5,4,3,5,3,5,5,0,0.6,1
18800,Male,1,52,Business travel,Eco,2698,2,4,4,4,2,2,2,2,3,1,3,2,3,2,45,10.1,0
15025,Female,0,39,Business travel,Business,2083,3,3,3,3,1,3,1,1,2,3,4,1,4,1,33,2.7,0
10446,Male,1,52,Business travel,Business,3949,2,2,2,2,5,4,5,3,3,3,3,4,3,4,11,0.9,1
14404,Female,1,62,Business travel,Business,327,4,4,4,4,2,2,4,5,5,5,5,2,5,4,11,1.1,1
16738,Female,1,25,Business travel,Business,4108,3,5,5,5,3,3,3,3,1,4,3,2,4,3,0,0,0
16942,Female,1,52,Personal Travel,Eco,1734,3,5,3,3,3,5,5,3,4,4,5,5,4,5,150,14.9,0
22577,Male,1,59,Business travel,Business,1035,3,3,3,3,3,5,4,3,3,4,3,5,3,3,0,0,1
18070,Male,1,48,Business travel,Business,933,2,2,2,2,4,4,4,5,5,5,5,3,5,4,0,0,1
19623,Male,1,60,Personal Travel,Eco Plus,1520,4,4,4,1,5,4,5,5,4,4,4,4,4,5,14,0,0
19239,Male,0,16,Business travel,Eco,1282,3,2,3,2,4,3,4,4,1,3,2,3,3,4,34,2.4,0
13999,Female,1,43,Business travel,Business,2205,4,4,4,4,3,4,5,4,4,4,4,3,4,2,0,0,1
18283,Male,1,45,Personal Travel,Eco,2265,1,3,1,5,1,1,1,2,5,4,2,1,2,1,219,22.4,0
19146,Female,1,54,Business travel,Business,1709,5,5,5,5,5,4,4,5,5,5,5,4,5,3,1,0.1,1
21989,Male,1,41,Business travel,Business,2294,2,2,2,2,5,5,4,5,5,5,5,5,5,5,0,0,1
15336,Female,1,50,Business travel,Business,3400,0,4,0,3,2,4,5,4,4,4,4,3,4,4,5,0.1,1
21738,Female,1,38,Business travel,Business,3487,4,4,4,4,4,4,5,4,4,4,4,3,4,4,0,0,1
16484,Male,1,21,Personal Travel,Eco,2755,2,5,2,1,2,2,2,2,3,4,5,5,5,2,0,0.4,0
17284,Male,1,67,Personal Travel,Business,597,2,3,2,4,3,2,5,2,2,2,2,2,2,5,11,0.6,0
20377,Male,1,44,Business travel,Business,3566,4,1,4,4,5,5,4,4,4,5,4,5,4,4,0,0.8,1
12887,Female,1,53,Business travel,Business,234,2,2,2,2,5,5,4,5,5,5,5,5,5,4,0,0,1
13168,Female,1,38,Personal Travel,Eco,1755,3,3,3,3,3,5,5,5,5,5,5,5,5,5,0,0,1
11726,Male,1,49,Personal Travel,Eco,1668,2,2,2,4,3,2,3,3,4,3,4,4,4,3,1,0,0
22971,Female,1,45,Business travel,Business,853,5,5,5,5,5,4,4,5,5,5,5,4,5,5,37,1.8,1
20198,Male,1,39,Business travel,Business,3853,1,5,2,2,2,3,3,1,1,1,1,4,1,2,0,0,0
19852,Male,1,48,Personal Travel,Eco,4473,2,5,2,3,2,2,2,2,2,3,5,1,2,2,0,0.4,0
10529,Male,1,30,Business travel,Business,3800,2,3,3,3,2,2,2,2,3,3,4,3,3,2,2,1,0
20815,Male,1,37,Business travel,Business,1885,4,4,2,4,4,4,4,4,4,4,4,3,4,4,20,0.4,1
21494,Female,1,49,Personal Travel,Eco,632,1,1,5,1,3,4,2,5,5,5,5,1,5,1,0,0,1
13879,Female,1,48,Business travel,Business,1783,5,5,5,5,3,4,5,5,5,5,5,4,5,4,27,2.6,1
12746,Male,0,26,Business travel,Business,2009,3,3,3,4,4,3,4,4,5,5,5,3,5,4,23,5,0
12948,Male,1,41,Business travel,Business,441,1,1,1,1,2,5,5,4,4,5,4,4,4,5,74,6.6,1
22346,Female,1,43,Business travel,Business,1716,5,5,5,5,5,4,4,5,5,5,5,4,5,3,3,0,1
21502,Female,1,52,Business travel,Eco,70,4,4,4,4,3,5,4,4,4,4,4,4,4,3,0,0,1
18715,Female,0,18,Business travel,Eco,2810,2,2,2,3,2,2,2,2,2,4,2,3,4,2,0,0,0
10480,Female,1,68,Business travel,Eco,71,2,5,5,5,2,2,5,1,1,2,1,4,1,1,13,1.2,1
13519,Female,1,40,Business travel,Eco,1720,3,4,3,4,3,4,3,3,1,1,1,1,2,3,0,0,1
15492,Male,1,38,Business travel,Business,2396,1,1,2,2,5,4,4,1,1,1,1,4,1,3,0,1.7,0
15799,Female,1,59,Business travel,Eco,427,3,3,3,3,3,3,3,3,3,3,3,4,3,1,29,2.2,0
20134,Male,1,51,Business travel,Business,3593,2,2,2,2,2,3,4,2,2,2,2,3,2,1,0,1.9,0
21188,Male,1,54,Personal Travel,Eco,2242,4,2,4,3,4,4,4,4,2,2,4,2,3,4,0,1.6,0
20843,Female,1,51,Personal Travel,Eco,284,1,1,1,1,5,4,4,4,4,4,4,4,4,5,27,2.6,1
12139,Female,1,43,Business travel,Eco Plus,1004,3,4,4,4,1,3,3,3,3,3,3,4,3,4,23,1.6,0
22684,Male,1,58,Business travel,Business,2219,2,2,4,2,2,4,4,5,5,5,5,4,5,4,6,0,1
21501,Male,1,44,Business travel,Business,2340,1,1,2,1,2,5,4,4,4,4,4,4,4,5,6,0,1
15214,Female,0,36,Business travel,Business,2163,2,2,2,3,2,2,2,2,5,2,4,4,5,2,0,1.5,0
12816,Female,1,41,Business travel,Eco,1863,5,1,1,1,5,5,5,5,2,2,5,1,2,5,18,0,1
20669,Male,1,55,Business travel,Business,2488,5,5,3,5,4,5,5,5,5,5,5,5,5,4,0,0.6,1
16953,Male,1,31,Personal Travel,Eco Plus,1883,2,5,2,3,5,2,1,5,5,3,5,4,5,5,0,0,0
22755,Female,1,59,Business travel,Business,827,2,2,2,2,2,5,5,5,5,5,5,5,5,3,5,0,1
15627,Female,1,42,Personal Travel,Business,1239,4,1,4,3,4,2,3,1,1,4,2,3,1,4,0,0.2,0
16985,Male,0,22,Business travel,Eco,2853,4,5,5,1,5,4,2,5,4,3,5,5,4,5,0,0,1
21492,Female,1,46,Business travel,Business,2074,1,3,1,1,2,4,5,5,5,5,5,4,5,5,0,0.4,1
10317,Male,0,28,Business travel,Business,1143,2,2,2,1,3,2,3,3,5,4,4,3,5,3,0,0,0
17030,Female,1,68,Business travel,Business,3582,4,2,5,2,2,3,3,4,4,4,4,4,4,3,31,2.1,0
18831,Female,0,38,Personal Travel,Eco,4307,3,4,3,3,3,3,3,4,5,5,5,3,3,3,185,18.6,0
17576,Female,1,54,Business travel,Business,1606,5,5,5,5,3,3,4,5,5,5,5,4,5,4,3,0,1
22454,Female,1,41,Business travel,Eco,1767,4,1,1,1,4,4,4,4,3,3,5,2,1,4,0,0,1
21091,Female,0,35,Business travel,Eco,2195,2,2,2,4,2,2,2,2,2,3,4,1,3,2,53,6.5,0
11867,Female,0,26,Business travel,Business,2716,5,5,5,2,3,5,3,3,3,2,5,3,5,3,0,0,1
11074,Male,1,19,Personal Travel,Eco,1648,4,0,4,1,1,4,1,1,4,2,3,5,4,1,7,0,0
13789,Male,1,18,Personal Travel,Eco,1460,4,0,4,1,1,4,4,1,4,2,5,5,5,1,0,0.7,0
17102,Male,1,15,Business travel,Eco,2334,4,2,2,2,4,4,3,4,5,1,3,5,5,4,0,0,1
17182,Female,1,57,Business travel,Eco,815,2,1,1,1,2,4,3,2,2,2,2,1,2,4,0,0,0
11620,Female,1,41,Business travel,Business,402,2,2,2,2,5,4,4,4,4,4,4,3,4,4,0,0,1
11935,Male,1,7,Personal Travel,Eco,2239,4,4,4,5,1,4,1,1,1,1,1,2,5,1,21,1.5,0
17635,Male,1,57,Personal Travel,Eco,1878,4,3,4,5,1,4,1,1,1,4,1,4,2,1,49,4.5,0
17080,Male,1,24,Personal Travel,Business,2337,2,5,2,1,3,2,3,3,3,5,3,4,5,3,0,0.6,0
19268,Female,0,21,Business travel,Business,1278,5,0,5,2,1,5,1,1,3,1,2,4,2,1,0,1.7,1
13466,Female,1,67,Business travel,Business,356,2,1,3,3,3,4,3,2,2,2,2,1,2,4,36,4.5,0
13487,Male,1,26,Business travel,Business,2811,1,1,1,1,5,5,5,5,4,5,5,3,5,5,24,1.3,1
15687,Female,1,51,Business travel,Business,3628,4,4,3,4,5,4,4,4,4,4,4,3,4,5,70,6.7,1
10878,Female,1,13,Personal Travel,Eco,2812,3,3,3,3,2,5,5,4,4,4,4,5,4,4,2,0,1
13273,Male,1,30,Business travel,Business,3388,1,1,1,1,3,3,3,3,4,4,4,5,4,3,9,0,1
22412,Male,1,31,Business travel,Eco,1789,4,3,3,3,4,4,4,4,2,2,4,3,3,4,74,10.1,0
22297,Male,1,46,Personal Travel,Eco,2161,1,5,1,1,1,1,1,1,3,3,5,3,5,1,8,0,0
11060,Female,1,37,Business travel,Business,2439,1,2,2,2,4,4,3,1,1,1,1,2,1,4,6,0.8,0
18692,Female,1,44,Business travel,Business,2140,4,4,4,4,2,3,5,2,2,2,2,5,2,4,0,0,1
10462,Female,0,39,Business travel,Business,1715,2,2,2,3,5,2,5,5,4,1,5,5,3,5,38,3,0
10943,Female,0,32,Business travel,Business,2336,4,4,4,2,2,4,4,2,4,2,4,3,5,2,0,1,0
10546,Male,1,32,Business travel,Business,4967,5,5,5,5,4,4,4,4,5,2,5,4,5,4,5,0,1
15601,Female,1,40,Business travel,Business,864,3,3,2,3,4,5,4,4,4,4,4,5,4,5,0,0,1
14962,Male,1,31,Business travel,Business,3343,3,3,3,3,5,5,5,5,5,3,5,3,4,5,0,0,1
13064,Female,1,46,Business travel,Business,2554,2,5,5,5,2,4,4,2,2,2,2,4,2,4,0,0,0
22589,Female,1,48,Business travel,Business,1607,4,5,4,4,4,3,4,4,4,4,4,5,4,3,0,0,1
22048,Female,1,27,Business travel,Business,2646,4,4,4,4,4,4,4,4,4,5,4,5,5,4,0,0,1
16266,Male,0,65,Personal Travel,Eco,2660,3,4,3,3,5,3,5,5,4,5,4,4,4,5,24,0.9,0
19169,Female,1,29,Personal Travel,Eco,2051,0,5,0,1,5,5,5,4,4,4,4,3,4,4,0,0,1
11883,Male,1,14,Personal Travel,Eco Plus,2768,2,5,2,5,2,2,1,2,3,4,4,3,4,2,0,0,0
20430,Female,1,33,Personal Travel,Eco,1166,0,0,0,1,5,5,5,2,2,2,2,5,2,4,0,0,1
16974,Male,1,42,Business travel,Business,4023,4,4,4,4,2,4,4,4,4,5,4,5,4,3,35,1.8,1
13093,Female,1,23,Business travel,Business,2692,1,1,1,1,5,5,5,5,3,2,3,3,5,5,0,0,1
16072,Male,1,41,Personal Travel,Eco,2237,4,4,4,3,2,4,2,2,1,4,4,1,4,2,0,0,1
20304,Female,1,59,Business travel,Business,595,4,4,4,4,4,4,5,5,5,5,5,5,5,4,0,0,1
22413,Male,0,56,Business travel,Eco,1542,1,3,1,3,5,1,5,5,4,3,3,2,4,5,0,0,0
19134,Female,0,22,Business travel,Eco,1352,4,4,4,4,1,4,1,1,3,1,2,4,4,1,0,0,1
17311,Male,0,49,Business travel,Business,1711,3,3,3,4,4,3,4,4,4,4,5,3,5,4,0,0,1
22599,Male,1,46,Business travel,Business,1026,1,1,1,1,2,4,5,4,4,4,4,4,4,4,3,3.4,1
22474,Male,1,59,Personal Travel,Eco Plus,1246,2,3,2,3,1,2,1,1,3,3,3,1,4,1,34,3.7,0
11290,Male,1,40,Business travel,Business,3272,5,5,5,5,4,2,5,3,3,4,3,4,3,1,2,0,1
20727,Male,1,46,Personal Travel,Eco,2257,4,3,4,3,1,4,1,1,1,1,3,2,2,1,0,1.9,0
19231,Female,0,30,Business travel,Business,1679,2,2,2,4,5,2,3,5,1,4,3,1,3,5,0,1.1,0
21385,Male,1,60,Business travel,Business,1423,3,2,4,2,2,4,3,3,3,3,3,1,3,3,0,0,0
15197,Female,1,71,Business travel,Business,3355,2,2,2,2,4,5,5,4,4,4,4,4,4,4,4,0,1
18030,Female,1,12,Personal Travel,Eco,1728,4,4,4,4,1,5,4,5,5,5,5,5,5,3,47,4.6,1
20467,Female,1,53,Personal Travel,Eco,1098,5,3,3,3,5,5,4,5,5,5,5,4,5,3,0,0,1
16573,Male,1,66,Personal Travel,Eco Plus,1497,1,4,1,2,2,1,2,2,4,4,5,5,5,2,0,3.7,0
22579,Female,1,26,Personal Travel,Eco,2235,2,2,3,2,3,4,3,3,4,2,2,2,4,3,20,0,1
16544,Male,1,39,Business travel,Business,1115,2,2,5,2,4,5,5,4,4,4,4,4,4,5,0,0,1
18834,Male,1,63,Business travel,Eco,1358,2,5,5,5,2,2,2,2,4,1,2,4,1,2,0,0,1
18121,Female,1,21,Personal Travel,Eco,1848,5,1,5,5,4,4,4,4,3,3,5,5,4,4,0,0,1
19948,Male,0,22,Business travel,Eco,1268,5,5,5,4,5,5,5,5,4,3,1,3,5,5,0,0,1
10959,Male,0,65,Business travel,Eco,1664,2,0,2,1,2,2,2,2,1,4,2,5,4,2,0,0,0
16462,Male,1,52,Business travel,Business,2315,4,2,2,2,1,4,3,3,3,3,4,3,3,2,0,0,0
19930,Male,0,23,Business travel,Eco,2376,4,4,4,5,1,4,1,1,5,2,4,5,4,1,0,0,0
10218,Male,1,41,Business travel,Business,955,5,5,5,5,5,4,4,5,5,5,5,5,5,5,77,6,1
16367,Female,1,42,Personal Travel,Eco,61,5,5,2,5,5,4,5,4,4,5,4,4,4,3,3,0.9,1
16938,Female,1,43,Personal Travel,Eco,116,4,4,4,4,5,4,4,3,3,4,3,4,3,3,3,0.5,1
11008,Female,1,56,Business travel,Business,2601,4,4,3,4,3,5,4,5,5,5,5,4,5,5,12,0.4,1
14985,Male,1,14,Personal Travel,Eco,1376,5,4,5,3,3,5,3,3,5,2,1,5,3,3,0,0,1
18340,Male,1,23,Business travel,Business,3075,2,2,2,2,2,2,2,2,4,3,3,2,3,2,0,0,0
11062,Female,1,19,Business travel,Business,4518,3,3,3,3,3,3,3,3,2,2,3,3,3,3,6,0,0
20435,Female,0,26,Business travel,Eco Plus,2549,1,1,1,2,5,1,5,5,4,5,4,2,1,5,0,0,0
11890,Female,1,60,Business travel,Eco,2436,4,5,5,5,2,3,4,4,4,4,4,2,4,3,129,12.9,0
22030,Male,1,59,Personal Travel,Eco,1280,5,4,5,3,1,5,1,1,4,5,1,3,2,1,0,0,1
