Employee_ID,Gender,Age,Days_off,Rotations,Satis_leader,Satis_team,Emails,Tenure,Bonus,Distance,Kids,Overtime,Marital_status,Department,Churn_risk
1000702,female,33,15,0,0.273556231,1.712,20,9.205479452,0.593,3.19,1,9.5,together,sales,low
1000703,male,30,3,1,0.243161094,1.472,40,17.31506849,0.28,3.21,0,9.8,together,computer services,medium
1000704,male,31,2,1,2.249240122,0.848,44,10.4109589,0.676,3.2,0,9.8,together,computer services,medium
1000705,male,31,6,1,1.580547112,0.784,45,20.82191781,0.754,3.12,1,8.8,together,marketing,low
1000706,male,36,5,1,0.273556231,0.8,21,13.91780822,0.34,3.15,0,9.9,married,sales,low
1000707,male,23,7,0,0.227963526,0.784,10,10.63013699,0.17,3.48,0,10.7,together,marketing,medium
1000708,male,33,5,0,2.082066869,0.832,47,21.5890411,0.865,3.12,1,9,together,marketing,low
1000709,male,36,6,1,0.478723404,0.704,41,12.82191781,0.153,3.24,0,11.5,married,sales,low
1000710,male,33,4,1,0.957446809,0.544,17,11.28767123,0.305,3.15,1,11.4,together,sales,medium
1000711,female,43,7,1,0.227963526,1.28,41,6.02739726,0.652,3.47,1,10.9,married,human resources,medium
1000712,female,60,17,2,0.364741641,1.408,13,3.835616438,0.97,3.1,1,10.4,married,sales,medium
1000713,male,27,6,0,0.182370821,0.928,7,11.83561644,0.288,3.23,1,9.55,together,sales,low
1000714,male,27,5,0,0.182370821,0.496,40,12.49315068,0.08,3.42,0,11,together,marketing,medium
1000715,male,32,4,1,1.352583587,0.736,82,20.60273973,0.55,3.3,0,10.3,together,human resources,medium
1000716,male,33,5,1,0.243161094,0.832,46,18.52054795,0.26,3.05,0,10.5,together,sales,low
1000717,male,31,13,1,0.182370821,0.48,18,8.328767123,-0.08,3.16,1,12.9,together,human resources,low
1000718,female,45,6,1,0.212765957,0.896,9,2.630136986,0.695,3.22,1,10.3,married,sales,medium
1000719,male,33,4,1,0.683890578,0.704,31,11.94520548,0.49,3.23,0,9.4,together,accounting,low
1000720,female,36,12,0,0.273556231,1.632,28,11.94520548,0.565,3.08,0,9.8,married,accounting,medium
1000721,male,35,3,2,0.243161094,0.64,27,11.28767123,0.16,3.07,0,10.8,together,sales,medium
1000722,female,35,15,0,0.288753799,1.6,6,1.315068493,0.521,3.36,1,11,together,marketing,low
1000723,male,28,7,2,2.416413374,0.736,26,17.97260274,0.79,3.14,1,8.8,together,marketing,medium
1000724,male,36,7,1,1.671732523,0.64,31,12.82191781,0.815,3.27,0,9.2,married,computer services,medium
1000725,male,32,4,1,1.094224924,0.752,17,11.94520548,0.498,3.42,0,10.4,together,sales,medium
1000726,male,32,3,0,0.775075988,0.784,26,8.98630137,0.3,3,0,9.8,together,computer services,medium
1000727,male,35,6,1,2.006079027,0.672,61,16.21917808,0.839,2.98,0,9.1,together,marketing,medium
1000728,male,32,4,1,0.258358663,0.576,38,21.36986301,0.08,3.35,1,12.5,together,human resources,medium
1000729,female,39,11,0,0.303951368,1.312,10,2.410958904,0.76,3.22,0,9.6,married,sales,low
1000730,female,31,10,0,0.334346505,1.28,36,12.16438356,0.524,3.1,1,9.7,together,computer services,low
1000731,female,32,11,0,0.334346505,1.216,19,4.383561644,0.61,3.41,1,10.1,together,sales,low
1000732,male,32,5,1,0.790273556,0.384,36,14.79452055,0.48,3.16,1,10.7,together,human resources,medium
1000733,female,35,10,0,0.258358663,1.344,13,3.397260274,0.538,3.36,1,10.5,together,sales,medium
1000734,male,38,7,1,1.124620061,0.592,36,17.09589041,0.592,3.19,1,10.6,married,marketing,medium
1000735,male,28,9,1,0.645896657,0.512,43,14.46575342,0.16,3.26,0,11.26666667,together,sales,medium
1000736,male,34,4,1,0.182370821,0.656,27,10.84931507,0.27,3.19,0,9.8,together,finances,medium
1000737,male,32,5,1,1.063829787,0.656,38,12.93150685,0.39,3.25,1,10.8,together,sales,medium
1000738,male,31,5,1,1.869300912,0.736,31,15.89041096,0.83,3.36,0,9.5,together,accounting,low
1000739,female,34,12,0,0.303951368,1.184,13,4.164383562,0.748,3.48,1,9.8,together,sales,low
1000740,male,33,6,1,0.972644377,0.496,38,12.60273973,0.235,3.38,1,12.2,together,computer services,medium
1000741,male,44,5,1,1.291793313,0.592,124,22.79452055,0.395,2.9,0,11,married,marketing,low
1000742,male,35,6,1,1.170212766,0.768,42,19.7260274,0.74,3.37,1,10.1,together,marketing,medium
1000743,female,33,7,1,0.319148936,1.184,24,4.821917808,0.534,3.4,1,11,together,computer services,medium
1000744,male,31,12,1,0.250759878,1.872,40,26.30136986,0.38,3.11,1,9.3,together,accounting,low
1000745,male,32,6,1,0.197568389,0.848,24,20.38356164,0.361,3.29,1,9.9,together,human resources,low
1000746,male,33,6,1,0.212765957,0.912,17,12.82191781,0.28,3.16,0,10.5,together,sales,low
1000747,male,30,7,1,0.927051672,0.288,41,11.28767123,0.122,3.24,0,12.2,together,accounting,medium
1000748,male,28,8,0,0.182370821,0.672,60,18.84931507,0.114,3.06,1,10.6,together,finances,low
1000749,male,34,6,1,0.212765957,0.8,8,17.8630137,0.244,3.24,0,10.7,together,sales,low
1000750,male,24,5,1,0.212765957,0.752,20,8.438356164,0.001,3.32,1,11.4,together,accounting,low
1000751,male,33,3,1,1.124620061,0.832,49,19.94520548,0.58,3.35,1,9.6,together,sales,medium
1000752,male,30,8,1,2.127659574,0.768,24,12.38356164,0.82,3.44,1,9.8,together,accounting,medium
1000753,male,33,6,1,1.291793313,0.48,25,20.93150685,0.338,3.16,0,12.2,together,finances,medium
1000754,male,31,4,1,1.656534954,0.608,29,14.24657534,0.496,3.11,0,10.5,together,sales,medium
1000755,female,41,7,1,0.896656535,1.168,7,1.424657534,0.658,3.3,1,12.1,married,finances,medium
1000756,male,33,4,1,0.243161094,0.704,17,11.06849315,0.471,3.37,1,10,together,human resources,low
1000757,male,33,7,0,0.303951368,0.464,27,9.534246575,0.03,3.3,1,12.6,together,accounting,medium
1000758,male,33,3,1,1.626139818,0.704,20,9.863013699,0.59,3.16,0,10.9,together,accounting,medium
1000759,male,40,3,1,0.227963526,0.496,17,13.36986301,0.32,3.03,0,10.3,married,sales,medium
1000760,male,30,6,1,2.340425532,0.672,55,21.36986301,0.78,3.23,1,9.6,together,sales,medium
1000761,male,29,7,1,1.838905775,0.944,33,18.73972603,0.769,3.14,1,8.7,together,sales,medium
1000762,male,32,8,1,1.352583587,0.848,36,16.21917808,0.6,3.16,1,9.3,together,sales,low
1000763,female,33,11,0,0.303951368,3.04,12,4.931506849,0.676,3.31,1,9.4,together,sales,medium
1000764,female,48,9,1,0.349544073,1.088,13,2.082191781,0.6,3.1,1,11.4,married,computer services,medium
1000765,male,32,2,1,0.167173252,0.672,51,14.46575342,0.059,3.18,1,11.3,together,sales,medium
1000766,female,34,12,1,0.303951368,1.28,17,11.39726027,0.584,3.28,1,9.9,together,sales,low
1000767,male,36,4,1,2.066869301,0.832,38,12.93150685,0.8,3.15,1,10,married,marketing,medium
1000768,male,27,12,0,1.276595745,0.656,31,11.39726027,0.09,3.26,1,14.05,together,marketing,medium
1000769,male,33,2,1,0.957446809,0.912,17,11.28767123,0.57,3.5,0,9.6,together,sales,low
1000770,male,34,4,1,0.212765957,0.72,21,10.73972603,0.24,3.15,0,10,together,computer services,medium
1000771,male,34,6,1,0.805471125,0.864,44,17.64383562,0.41,3.12,0,10.3,together,sales,medium
1000772,female,26,13,0,0.37993921,1.056,7,1.643835616,0.256,3.52,1,12.9,together,sales,low
1000773,female,34,11,1,0.334346505,1.696,12,7.890410959,0.59,3.05,1,9.2,together,marketing,low
1000774,male,31,5,1,1.276595745,0.672,42,13.47945205,0.473,3.34,1,10.9,together,computer services,medium
1000775,female,36,13,0,0.243161094,0.624,4,0.98630137,0.62,3.4,0,9.4,married,sales,low
1000776,female,35,10,0,0.425531915,1.76,33,8,0.55,3.17,1,10.2,together,sales,medium
1000777,male,33,7,1,0.866261398,0.24,14,8,-0.037,2.82,1,13.2,together,marketing,medium
1000778,male,36,5,1,2.082066869,0.704,66,20.16438356,0.976,3.22,1,8.9,married,sales,low
1000779,male,32,13,0,0.197568389,0.928,25,14.57534247,0.271,3.17,0,10.2,together,sales,low
1000780,male,29,9,1,0.151975684,0.704,13,10.73972603,0.345,3.14,0,9.2,together,marketing,low
1000781,male,29,4,1,0.212765957,3.328,14,10.52054795,0.32,3.16,0,10,together,marketing,medium
1000782,female,33,12,0,0.410334347,1.232,15,9.315068493,0.746,3.51,1,9.5,together,sales,low
1000783,female,43,11,1,0.349544073,1.792,11,4.164383562,0.699,3.24,1,10.9,married,sales,low
1000784,male,31,6,1,1.03343465,0.944,51,23.56164384,0.538,3.33,1,10.3,together,computer services,low
1000785,male,34,8,1,0.987841945,0.592,26,10.63013699,0.148,3.16,1,12.6,together,computer services,medium
1000786,female,34,12,1,1.094224924,1.12,35,13.26027397,0.81,3.37,0,9.4,together,accounting,low
1000787,male,30,4,1,2.59118541,0.752,53,15.23287671,0.724,3.25,0,10.5,together,computer services,medium
1000788,male,35,10,1,2.127659574,0.544,37,17.09589041,0.58,3.14,0,11.8,together,sales,medium
1000789,male,32,5,1,0.47112462,0.416,29,10.19178082,0.035,3.14,0,12.2,together,sales,medium
1000790,male,42,5,1,0.896656535,0.72,52,17.42465753,0.5,2.93,0,10.2,married,sales,medium
1000791,male,28,6,1,1.003039514,0.336,29,14.46575342,0.188,3.15,0,11.45,together,marketing,medium
1000792,female,33,9,0,0.273556231,1.312,27,5.589041096,0.634,3.49,1,10.4,together,computer services,low
1000793,female,27,9,0,0.288753799,1.232,25,4.821917808,0.385,3.5,1,11.2,together,sales,low
1000794,female,37,14,0,0.395136778,1.28,11,3.726027397,0.76,3.44,1,9.5,married,human resources,low
1000795,female,31,17,0,0.364741641,0.992,15,2.520547945,0.627,3.54,1,11,together,accounting,medium
1000796,male,23,5,1,1.785714286,0.48,34,12.93150685,0.54,3.07,1,9.4,together,sales,medium
1000797,male,29,4,1,2.279635258,0.88,8,13.15068493,0.767,3.19,1,9.6,together,human resources,medium
1000798,male,29,7,1,0.729483283,0.784,14,9.315068493,0.32,3.28,0,10.6,together,accounting,low
1000799,male,34,6,1,0.577507599,0.704,30,12.49315068,0.2,3.11,0,11,together,finances,medium
1000800,female,33,11,0,0.334346505,1.2,15,3.835616438,0.59,3.36,1,9.7,together,sales,medium
1000801,male,32,3,1,1.504559271,0.896,30,9.97260274,0.512,3.19,0,9.9,together,sales,medium
1000802,male,27,8,1,0.668693009,0.752,38.5,26.84931507,0.37,3.25,1,9.6,together,computer services,medium
1000803,male,32,5,1,1.185410334,0.768,76,21.5890411,0.59,3.24,0,9.5,together,sales,medium
1000804,male,28,7,1,0.759878419,0.672,17,14.57534247,0.373,3.02,1,9.4,together,human resources,low
1000805,male,34,7,1,2.021276596,0.864,63,21.15068493,0.864,3.06,0,8.6,together,accounting,low
1000806,male,38,4,1,1.170212766,0.688,57,19.28767123,0.54,3.12,1,10,married,sales,low
1000807,male,33,4,1,1.352583587,0.8,24,9.863013699,0.556,3.29,0,9.8,together,marketing,medium
1000808,male,29,7,1,2.796352584,0.816,28,19.94520548,0.946,3.13,1,9.3,together,sales,medium
1000809,male,32,5,1,0.197568389,1.008,18,14.90410959,0.28,3.31,0,10.4,together,sales,medium
1000810,male,30,6,1,1.960486322,0.72,55,17.64383562,0.546,3.02,1,10.2,together,sales,low
1000811,male,32,4,1,0.364741641,0.896,49,17.42465753,0.44,3.02,0,8.8,together,human resources,high
1000812,male,39,4,1,0.425531915,0.864,16,9.753424658,0.416,2.96,0,9.5,married,sales,medium
1000813,male,31,7,1,0.410334347,0.72,19,14.1369863,-0.048,3.24,0,13,together,sales,medium
1000814,female,43,6,1,0.334346505,1.264,11,3.397260274,0.615,3.33,1,12,married,sales,medium
1000815,male,31,3,1,0.56231003,0.272,32,10.84931507,0.348,3.12,0,10,together,computer services,medium
1000816,female,33,13,0,0.349544073,1.248,16,9.424657534,0.743,3.53,1,9.7,together,finances,low
1000817,male,29,5,1,2.613981763,0.624,37,14.24657534,0.946,3.23,0,8.8,together,human resources,medium
1000818,male,31,7,1,2.370820669,0.864,51,21.47945205,0.82,3.19,0,9.3,together,human resources,low
1000819,female,30,11,0,0.349544073,1.92,25,3.945205479,0.519,3.47,1,11.3,together,accounting,medium
1000820,male,29,6,1,1.686930091,0.624,29,21.69863014,0.84,3.36,1,9.4,together,accounting,medium
1000821,female,33,7,1,0.273556231,1.328,33,8.219178082,0.68,3.4,1,9.5,together,sales,medium
1000822,male,31,8,1,0.395136778,0.528,25,9.315068493,0.086,3.05,0,11.7,together,sales,medium
1000823,female,30,11,0,0.592705167,1.12,27,8,0.669,3.32,0,9.2,together,finances,low
1000824,male,21,4,1,0.1443769,0.528,89,17.42465753,0.332,3.34,0,8,together,sales,low
1000825,male,30,6,1,0.341945289,0.608,8,23.01369863,0.37,3.2,1,9.9,together,computer services,medium
1000826,male,30,3,1,0.212765957,0.912,21,13.69863014,0.091,3.23,0,11.1,together,accounting,medium
1000827,male,31,5,1,1.869300912,0.736,31,15.89041096,0.83,3.36,0,9.5,together,sales,low
1000828,male,34,4,1,2.17325228,1.008,48,20.93150685,0.78,2.89,0,9,together,human resources,medium
1000829,male,33,5,1,0.227963526,0.864,24,11.50684932,0.154,3.17,0,11.1,together,sales,medium
1000830,male,24,9,0,0.212765957,0.576,43,13.04109589,-0.06,3.36,0,12.1,together,sales,high
1000831,male,37,3,1,0.227963526,0.528,14,13.36986301,0.41,3.2,0,10.3,married,finances,low
1000832,male,30,4,0,0.197568389,0.736,23,11.7260274,0.37,3.29,0,10,together,computer services,low
1000833,male,37,5,1,1.565349544,0.624,73,23.23287671,0.69,2.93,0,9.5,married,sales,medium
1000834,male,32,6,1,0.197568389,0.848,24,20.71232877,0.362,3.29,1,9.9,together,sales,low
1000835,male,31,5,1,1.565349544,0.752,54,24,0.742,3.04,0,8.8,together,computer services,low
1000836,male,36,5,1,2.082066869,0.704,66,20.16438356,0.976,3.22,1,8.9,married,finances,low
1000837,male,32,8,1,1.261398176,0.992,22,18.19178082,0.506,3.16,1,10.6,together,accounting,low
1000838,female,39,12,1,0.319148936,1.344,11,5.479452055,0.72,3.4,1,10.2,married,marketing,medium
1000839,male,30,2,1,0.167173252,0.56,44,15.34246575,0.142,3.17,1,10.7,together,marketing,medium
1000840,male,31,5,1,0.455927052,0.864,22,15.45205479,0.338,3.26,0,10.4,together,human resources,medium
1000841,female,41,14,0,0.258358663,1.104,8,2.082191781,0.701,3.31,1,10,married,sales,medium
1000842,male,31,6,1,2.17325228,0.864,30,19.83561644,0.869,3.14,1,9.1,together,marketing,low
1000843,female,55,5,1,0.273556231,1.136,6,1.095890411,0.68,3.2,1,10.2,married,accounting,medium
1000844,male,35,10,1,1.580547112,0.784,57,22.46575342,0.748,3.24,0,9.3,together,sales,low
1000845,male,33,6,1,0.258358663,0.608,27,14.02739726,0.375,3.2,1,10.2,together,finances,medium
1000846,female,35,8,1,0.288753799,1.248,29,7.232876712,0.71,3.45,1,9.5,together,sales,medium
1000847,male,40,5,1,0.927051672,0.512,13,4.493150685,0.3,2.89,0,10.9,married,sales,low
1000848,male,34,4,1,2.203647416,0.72,39,21.15068493,0.86,3.1,1,9.2,together,accounting,medium
1000849,male,28,6,1,0.37993921,0.672,23,23.94520548,0.35,3.27,1,9.8,together,sales,low
1000850,male,28,12,0,0.197568389,0.672,24,8.657534247,0.37,3.31,0,9.4,together,sales,low
1000851,male,35,5,1,0.486322188,0.688,28,16.65753425,0.129,3.02,1,11.4,together,sales,medium
1000852,male,30,6,1,1.504559271,0.608,30,14.57534247,0.54,3.11,0,9.8,together,human resources,low
1000853,male,29,8,1,0.714285714,0.368,28,12.05479452,0.1,3.3,0,12.5,together,computer services,medium
1000854,male,36,4,1,0.243161094,0.416,26,20.71232877,0.1,3.08,1,12.1,married,accounting,medium
1000855,male,36,6,1,2.325227964,0.896,31,12.82191781,0.98,3.27,1,9.6,married,computer services,low
1000856,female,39,14,1,0.319148936,1.344,11,4.712328767,0.76,3.31,1,9.2,married,sales,low
1000857,male,31,4,1,2.629179331,0.816,17,16.32876712,0.84,3,0,9.4,together,finances,medium
1000858,male,33,5,1,0.197568389,0.688,18,14.35616438,0.176,3.19,0,11,together,human resources,medium
1000859,male,32,6,1,1.306990881,0.896,56,23.56164384,0.67,3.17,0,8.8,together,sales,low
1000860,female,42,10,1,0.288753799,1.04,8,1.863013699,0.774,3.32,1,10.5,married,human resources,medium
1000861,male,35,6,1,0.653495441,0.864,22,12.16438356,0.56,3.12,0,9.2,together,computer services,low
1000862,male,33,8,1,0.197568389,2.368,45,16.32876712,0.468,3.08,1,8.7,together,computer services,low
1000863,male,38,6,1,1.048632219,0.8,30,10.63013699,0.51,3.26,0,10.1,married,sales,medium
1000864,male,27,4,1,0.37993921,0.736,38,13.69863014,0.276,3.34,1,9.9,together,accounting,medium
1000865,male,33,5,1,2.158054711,0.928,49,21.04109589,0.79,2.98,0,9,together,accounting,medium
1000866,female,40,17,0,0.212765957,1.04,24,3.616438356,0.54,3.27,1,9.7,married,computer services,low
1000867,female,40,11,1,0.37993921,1.552,7,3.397260274,0.76,3.27,1,9.3,married,human resources,medium
1000868,male,32,8,0,2.340425532,0.688,57,22.02739726,0.848,3.08,1,9.4,together,sales,low
1000869,female,42,5,1,0.303951368,1.136,45,7.342465753,0.769,3.44,1,10.2,married,finances,medium
1000870,female,48,5,1,0.212765957,0.752,3,0.876712329,0.471,3.16,1,11.8,married,finances,medium
1000871,male,33,7,1,0.273556231,1.104,15,17.75342466,0.44,3.18,0,9.4,together,human resources,low
1000872,male,30,8,1,0.243161094,0.784,10,17.97260274,0.516,3.35,1,9.7,together,marketing,low
1000873,female,25,9,0,0.334346505,0.768,16,9.753424658,0.182,3.54,1,13.6,together,human resources,medium
1000874,female,43,9,1,0.395136778,1.456,18,8.438356164,0.922,3.15,1,9.4,married,sales,low
1000875,male,34,3,1,2.082066869,0.896,33,18.4109589,0.825,2.9,0,8.7,together,computer services,medium
1000876,female,33,12,0,0.197568389,1.12,5,1.315068493,0.42,3.17,0,9.8,together,marketing,low
1000877,male,30,5,1,0.699088146,0.624,43,16.10958904,0.216,3.18,0,11,together,finances,medium
1000878,male,31,8,1,0.440729483,0.56,15,11.06849315,-0.084,3.04,0,12.5,together,accounting,medium
1000879,female,33,14,0,0.37993921,1.456,15,2.301369863,0.572,3.38,1,11.3,together,sales,medium
1000880,female,47,12,1,0.334346505,1.44,26,6.794520548,0.94,3.18,1,10.2,married,accounting,medium
1000881,male,35,4,1,0.729483283,0.528,26,8.328767123,0.076,2.98,0,12.3,together,marketing,medium
1000882,female,35,10,0,0.258358663,1.344,13,3.397260274,0.538,3.36,1,10.5,together,sales,medium
1000883,female,23,8,1,0.653495441,0.736,29,8.767123288,0.02,3.49,1,13.6,together,human resources,medium
1000884,female,37,6,1,0.319148936,3.456,5,1.753424658,0.358,3.15,1,12.5,married,sales,medium
1000885,male,34,6,1,0.227963526,0.544,20,13.80821918,0.18,2.98,0,10.6,together,finances,medium
1000886,female,38,7,1,0.425531915,1.072,4,1.315068493,0.473,3.3,1,12.8,married,accounting,medium
1000887,male,33,7,1,0.273556231,0.72,44,15.56164384,0.14,2.99,0,10.8,together,sales,medium
1000888,male,35,6,1,2.036474164,0.992,50,20.93150685,0.89,3.22,1,9,together,human resources,low
1000889,male,38,10,1,0.182370821,0.672,18,18.30136986,0.366,3.24,0,10.6,married,accounting,low
1000890,male,34,4,1,2.112462006,0.912,45,16.98630137,0.807,2.94,0,8.8,together,sales,high
1000891,male,33,8,1,0.212765957,2.512,34,14.46575342,0.449,3.11,1,9,together,sales,medium
1000892,male,31,6,1,2.439209726,0.928,16,18.08219178,0.97,3.38,1,9.2,together,computer services,low
1000893,male,39,5,1,0.334346505,0.592,36,14.1369863,0.085,2.89,0,11.46666667,married,sales,medium
1000894,male,39,3,1,1.018237082,0.608,29,14.46575342,0.45,3.1,0,10.6,married,finances,medium
1000895,female,39,12,0,0.334346505,1.36,14,12.16438356,0.64,3.15,1,9.8,married,computer services,low
1000896,male,34,4,1,0.212765957,0.928,38,18.30136986,0.31,3.16,1,10,together,sales,medium
1000897,male,28,6,1,0.288753799,0.528,41,15.56164384,-0.088,3.29,0,12.8,together,accounting,medium
1000898,male,30,3,1,0.197568389,0.848,61,16,0.112,3.17,1,11,together,accounting,medium
1000899,male,30,5,1,0.212765957,0.64,25,20.16438356,0.216,3.29,0,10.7,together,accounting,low
1000900,female,36,6,1,0.303951368,0.992,18,3.726027397,0.52,3.28,1,11.3,married,computer services,medium
1000901,male,25,4,1,0.182370821,0.72,69,16.65753425,0.178,3.76,1,11,together,accounting,medium
1000902,female,44,11,2,0.349544073,6.192,12,4.054794521,0.82,3.17,1,9.6,married,sales,low
1000903,male,36,8,1,0.683890578,0.544,27,10.4109589,0.175,3.21,1,12.3,married,sales,high
1000904,male,29,5,1,0.303951368,0.576,16,9.534246575,0.081,3.33,1,11.8,together,sales,medium
1000905,female,28,6,1,0.349544073,1.136,23,6.356164384,0.633,3.42,1,10.6,together,sales,low
1000906,male,39,4,1,0.775075988,0.576,7,8.438356164,0.39,3.16,1,11.7,married,finances,low
1000907,female,35,8,1,0.592705167,1.664,28,9.863013699,0.784,3.15,1,9.1,together,accounting,low
1000908,male,23,9,0,0.288753799,0.576,33,11.61643836,-0.254,3.21,1,14,together,sales,medium
1000909,male,27,5,1,0.197568389,0.48,25,10.73972603,-0.032,3.37,0,12.4,together,marketing,medium
1000910,male,34,4,1,2.963525836,0.624,69,25.97260274,1.037,3.1,0,9.2,together,marketing,medium
1000911,male,30,4,1,1.200607903,0.464,34,13.5890411,0.48,3.4,0,10.2,together,computer services,low
1000912,male,33,7,1,0.987841945,0.448,27,9.534246575,0.36,3.4,0,11.4,together,computer services,medium
1000913,male,34,13,0,1.550151976,1.136,28,23.23287671,0.71,2.96,1,9.2,together,sales,medium
1000914,female,31,18,0,0.334346505,1.056,12,2.191780822,0.636,3.53,1,9.9,together,sales,low
1000915,male,31,8,1,1.808510638,0.912,51,24.21917808,0.851,3.26,1,8.9,together,marketing,medium
1000916,female,32,12,0,0.273556231,1.232,11,7.123287671,0.71,3.54,1,9.3,together,human resources,low
1000917,male,30,7,0,0.866261398,1.888,61,18.84931507,0.46,3.24,0,9.5,together,finances,medium
1000918,female,32,16,0,0.303951368,1.12,6,1.534246575,0.562,3.51,1,10.8,together,computer services,medium
1000919,male,31,3,1,1.489361702,0.784,59.5,15.01369863,0.5,3.16,0,10,together,finances,medium
1000920,male,34,7,1,2.370820669,0.784,67,23.01369863,0.907,3.06,1,9.5,together,human resources,low
1000921,male,32,4,1,0.197568389,0.576,40,12.82191781,0.34,3.27,1,9.5,together,human resources,medium
1000922,female,53,7,2,0.319148936,1.44,6,2.301369863,1,3.17,1,9.2,married,accounting,medium
1000923,male,32,4,1,2.218844985,0.848,34,17.42465753,0.805,2.93,0,9.2,together,sales,low
1000924,male,30,3,1,0.197568389,0.752,20,8.438356164,0.33,3.61,1,10.2,together,sales,medium
1000925,male,30,6,1,1.337386018,0.64,44,15.23287671,0.56,3.32,0,10.2,together,finances,medium
1000926,female,29,9,0,0.243161094,1.104,3,1.643835616,0.58,3.41,1,9.2,together,sales,low
1000927,male,32,6,0,1.03343465,0.544,65,23.23287671,0.55,3.08,0,9,together,human resources,medium
1000928,male,29,7,1,0.957446809,0.768,35,16,0.43,3.1,1,10.5,together,marketing,medium
1000929,male,33,5,1,1.914893617,0.704,48,12.93150685,0.726,3.04,1,10,together,finances,medium
1000930,male,30,4,1,1.762917933,0.672,45,16.76712329,0.72,3.15,0,8.8,together,accounting,low
1000931,female,47,6,2,0.364741641,1.2,6,1.863013699,0.565,3.22,1,11.8,married,computer services,medium
1000932,female,36,11,1,0.273556231,1.104,26,13.15068493,0.625,3.29,1,9.3,married,computer services,low
1000933,male,30,5,0,1.003039514,0.72,98,19.17808219,0.364,3.16,0,10.1,together,sales,medium
1000934,male,30,7,1,2.203647416,0.768,20,10.52054795,0.456,3.06,0,11.5,together,accounting,high
1000935,male,36,4,1,1.124620061,0.24,47,13.5890411,0.278,2.99,0,11,married,sales,medium
1000936,male,28,6,0,1.914893617,0.72,45,20.49315068,0.72,3.33,0,9.5,together,sales,low
1000937,male,30,10,0,0.364741641,0.944,19,12.2739726,0.314,3.18,0,9.2,together,accounting,medium
1000938,male,28,4,1,1.474164134,0.512,17,5.479452055,0.32,3.08,1,12,together,human resources,medium
1000939,female,34,13,0,0.334346505,1.152,31,10.08219178,0.566,3.32,1,11.06666667,together,sales,medium
1000940,male,30,5,1,1.003039514,0.608,59,25.64383562,0.55,3.03,0,8.8,together,computer services,low
1000941,male,34,5,1,2.340425532,0.8,38,19.06849315,0.83,3.03,0,9,together,finances,medium
1000942,female,34,11,0,0.243161094,1.152,17,4.602739726,0.56,3.37,0,9,together,accounting,low
1000943,male,30,4,1,0.85106383,0.704,43,17.53424658,0.49,3.6,0,10.6,together,human resources,medium
1000944,male,31,4,1,2.629179331,0.752,37,12.93150685,0.906,3.08,0,8.8,together,accounting,medium
1000945,female,40,7,1,0.258358663,1.264,6,1.315068493,0.605,3.52,1,10.7,married,sales,low
1000946,female,38,18,1,0.319148936,1.408,7,2.520547945,0.62,3.26,0,10,married,sales,low
1000947,female,37,10,1,0.334346505,1.168,16,2.739726027,0.36,3.28,1,12.4,married,accounting,medium
1000948,female,42,8,1,0.197568389,0.704,25,5.479452055,0.478,3.2,1,10.9,married,computer services,medium
1000949,male,28,5,1,0.151975684,0.512,27,10.52054795,-0.04,3.38,0,12.3,together,marketing,medium
1000950,male,35,7,1,2.234042553,0.752,33,16.54794521,0.709,3.03,1,10.3,together,computer services,low
1000951,male,28,5,1,0.47112462,0.656,37,15.78082192,-0.056,3.22,0,12.8,together,sales,medium
1000952,male,34,4,1,2.112462006,0.912,45,16.98630137,0.807,2.94,0,8.8,together,sales,high
1000953,female,50,10,1,0.37993921,1.168,5,2.95890411,1.01,3.05,1,9.5,married,accounting,low
1000954,male,34,5,1,0.364741641,0.688,58,19.50684932,0.41,3.42,1,10.6,together,finances,medium
1000955,female,35,8,1,0.243161094,1.28,15,4.602739726,0.78,3.31,1,9,together,sales,low
1000956,male,28,6,1,0.227963526,0.576,38,13.5890411,-0.02,3.29,0,12.4,together,sales,medium
1000957,female,40,13,1,0.303951368,1.328,8,3.068493151,0.815,3.28,1,10,married,sales,medium
1000958,male,29,8,0,1.124620061,1.52,28,21.36986301,0.773,3.53,1,9.2,together,sales,low
1000959,female,39,12,0,0.273556231,1.152,38,5.04109589,0.504,3.38,1,11.8,married,finances,medium
1000960,male,33,3,1,0.197568389,0.544,28,13.47945205,0.15,3.27,1,11.4,together,sales,medium
1000961,female,37,12,1,0.410334347,1.408,16,4.054794521,0.72,3.31,1,10.7,married,finances,medium
1000962,male,31,3,1,1.003039514,0.896,60,16.43835616,0.548,2.96,0,9.4,together,sales,medium
1000963,female,43,7,1,0.243161094,0.992,5,1.315068493,0.667,3.2,1,10.5,married,sales,medium
1000964,male,31,8,1,1.337386018,0.832,24,12.38356164,0.576,3.22,0,9.4,together,sales,low
1000965,male,29,4,1,0.182370821,0.544,26,12.16438356,0.074,3.16,1,11,together,human resources,medium
1000966,male,29,4,1,0.516717325,0.848,20,13.04109589,0.373,3.11,1,9.2,together,sales,medium
1000967,male,30,4,1,0.212765957,0.64,31,14.46575342,0.22,3.36,1,10.8,together,sales,medium
1000968,male,,,1,0.94224924,0.736,29,24.87671233,0.52,3.29,1,10.1,single,marketing,medium
1000969,male,32,3,1,1.960486322,0.704,79.5,19.94520548,0.742,3.24,1,10.2,together,sales,medium
